index,domain,subject,topic,problem,solution,answers,answer_type,unit,is_multiple_answer,language,level
2925,Mechanics and Thermodynamics,Thermodynamics,Thermodynamic Functions and Equilibrium Conditions,"Using the following known relations

$$
U = \frac{\alpha}{4} V T^4, \quad p = \frac{\alpha}{12} T^4
$$

determine the entropy $S(T, V)$ and the Gibbs function $G$ of the system.","From the basic thermodynamic equation

$$
\mathrm{d} S = \frac{1}{T} \, \mathrm{d} U + \frac{p}{T} \, \mathrm{d} V = \alpha V T^2 \, \mathrm{d} T + \frac{\alpha}{3} T^3 \, \mathrm{d} V = \mathrm{d}\left( \frac{\alpha}{3} V T^3 \right)
$$

Integrating gives

$$
S = \frac{1}{3} \alpha V T^3
$$

In this expression, $S_0 = 0$ has been set when $T \rightarrow 0$ and $V \rightarrow 0$. The Gibbs function $G = U + pV - TS$. Substituting the obtained $U$, $p$, and $S$ gives

$$
G = 0
$$","\boxed{S = \frac{1}{3} \alpha V T^3, G = 0}","EQ, NV","\text{None}, \text{None}",True,EN,Math Derivation
2926,Mechanics and Thermodynamics,Thermodynamics,Second Law of Thermodynamics and Entropy,"Let $M$ represent a certain amount of coal. When it burns in a power plant at $1000^{\circ} \mathrm{C}$, we assume it can provide 100 J of heat. Assume the power plant is ideal (no losses), and the discharged heat is released into a river at $30^{\circ} \mathrm{C}$. How much heat will be provided to a room when $M$ burns in the power plant to generate electricity and is then used for heating through a home electric heater?","After $M$ burns in the power plant, the work it can output is

$$
W = \eta Q_{2} = Q_{1} \left(1 - \frac{T_{2}}{T_{1}}\right) = 100 \times \left(1 - \frac{273 + 30}{273 + 1000}\right) = 76.2 \, \mathrm{J}
$$

This portion of work is delivered externally in the form of electrical energy, and when used in a home electric heater, it will be entirely converted to heat $Q^{\prime} = W = 76.2 \, \mathrm{J}$.",\boxed{76.2},NV,\mathrm{J},False,EN,Laws Application
2928,Mechanics and Thermodynamics,Thermodynamics,Thermodynamic Functions and Equilibrium Conditions,"A cylindrical container is divided into two sections by an adiabatic and impermeable piston. Each section contains 1 mol of a monoatomic ideal gas, with initial volumes of \(V_{i}^{1} = 10 \mathrm{~L}\), \(V_{i}^{2} = 1 \mathrm{~L}\) respectively. The walls of the container are conductive, and the entire container is placed in a ""heat reservoir"" at a temperature of \(0^{\circ} \mathrm{C}\). The piston moves reversibly, resulting in final volumes of \(V_{f}^{1} = 6 \mathrm{~L}\), \(V_{f}^{2} = 5 \mathrm{~L}\). Determine the work done by the system on the surroundings.","The gases on both sides of the piston undergo isothermal processes. When \(\mathrm{d}T = 0\), \(\mathrm{d}F = -p \mathrm{~d}V\), so the work done by the system on the surroundings is

\[
W = \int \mathrm{d}W_{1} + \int \mathrm{d}W_{2} = -\int \mathrm{d}F^{1} - \int \mathrm{d}F^{2} = \left( N_{1} \ln \frac{V_{f}^{1}}{V_{i}^{1}} + N_{2} \ln \frac{V_{f}^{2}}{V_{i}^{2}} \right) RT = 2.5 \times 10^{3} \mathrm{~J}
\]",\boxed{2.5 \times 10^{3}},NV,,False,EN,Laws Application
2929,Mechanics and Thermodynamics,Thermodynamics,Second Law of Thermodynamics and Entropy,"A particle of mass $m$ is suspended from a spring, forming an adiabatic system. The spring has a spring constant $k$, and its mass can be neglected. The particle is displaced to a distance $A$ from the equilibrium position and then released from rest, starting to oscillate. As the system transitions from vibration to rest, its mechanical energy is gradually converted to thermal energy, causing the system's temperature to rise from $T_{0}$ to $T$. Given that the system has a specific heat capacity of $c$, find the final temperature $T$ of the system and the change in entropy of the system.","According to the law of conservation of energy:

$$
\frac{1}{2} k A^{2} = m c\left(T-T_{0}\right)
$$

Solving for $T$, we get:

$$
T = T_{0} + \frac{k A^{2}}{2 m c}
$$

The change in entropy of the system is:

$$
\Delta S_{\text{system}} = \int_{T_{0}}^{T} \frac{m c \mathrm{~d}T}{T} = m c \ln \frac{T}{T_{0}} = m c \ln \left(1 + \frac{k A^{2}}{2 m c T_{0}}\right)
$$","\boxed{T_{0} + \frac{k A^{2}}{2 m c}, m c \ln \left(1 + \frac{k A^{2}}{2 m c T_{0}}\right)}","EX, EX","\text{K}, \text{J/K}",True,EN,Laws Application
2930,Mechanics and Thermodynamics,Thermodynamics,Phase Transition and Equilibrium,Discuss: How does the internal energy change when two pure liquids with moles $n_{1}$ and $n_{2}$ mix into an ideal solution at constant temperature and pressure?,"(5) Internal energy $U = H - pV$. The change in internal energy of the solution before and after mixing is

$$
\Delta U = \Delta H - p \Delta V = 0.
$$

Therefore, the internal energy does not change before and after mixing because there is no heat of mixing and no work done, hence the internal energy remains unchanged.",\boxed{0},NV,,False,EN,Laws Application
2931,Mechanics and Thermodynamics,Thermodynamics,Thermodynamic Functions and Equilibrium Conditions,"The pressure \( p \) and constant volume heat capacity of a system are given by

$$
p = \beta T^4 \quad \text{and} \quad c_v = \alpha V T^3
$$

Find the function \( f(V) \) and the constant \( \alpha \) in the system, where \( \alpha \) and \( \beta \) are constants.","From

$$
\left(\frac{\partial U}{\partial V}\right)_T = T \left(\frac{\partial p}{\partial T}\right)_V - p
$$

substitute \( p = \beta T^4 \) and \( U(T, V) \) into the equation, giving

$$
\frac{\alpha}{4} T^4 + f^{\prime}(V) = 3 \beta T^4
$$

Comparing both sides of the equation yields

$$
\begin{gathered}
\alpha = 12 \beta \\
f^{\prime}(V) = 0
\end{gathered}
$$

Thus, \( f = C \), where \( C \) is a constant. When \( T \rightarrow 0, V \rightarrow 0 \), \( U \rightarrow 0 \), giving \( C = 0 \).","\boxed{\alpha = 12 \beta, f(V) = 0}","EQ, EX","None, None",True,EN,Math Derivation
2933,Mechanics and Thermodynamics,Thermodynamics,Phase Transition and Equilibrium,"Under atmospheric pressure $p = 760 \, \text{mmHg}$, the boiling point of helium is $4.2 \, \text{K}$. What is the boiling point temperature when the pressure drops to $p^{\prime} = 1 \, \text{mmHg}$?","The slope of the phase transition curve for helium from gas to liquid is given by the Clausius-Clapeyron equation:

$$
\frac{\mathrm{d} p}{\mathrm{d} T} = \frac{L}{T V} = \frac{L p}{R T^{2}}
$$

Integrating the above equation gives

$$
\ln \frac{p_{2}}{p_{1}} = \frac{L}{R}\left(\frac{1}{T_{1}} - \frac{1}{T_{2}}\right)
$$

or 

$$
T_{2} = \left(\frac{1}{T_{1}} - \frac{R}{L} \ln \frac{p_{2}}{p_{1}}\right)^{-1}
$$

Substituting $T_{1} = 4.2 \, \text{K}, \, p_{1} = 760 \, \text{mmHg}, \, p_{2} = 1 \, \text{mmHg}, \, L = 93 \, \text{J} \cdot \text{mol}^{-1}, \, R = 8.31 \, \text{J} \cdot \text{mol}^{-1} \cdot \text{K}^{-1}$ into the equation, we obtain the boiling point of liquid helium at a pressure of 1 mmHg:

$$
T_{2} = 1.20 \, \text{K}
$$",\boxed{1.20},NV,\text{K},False,EN,Laws Application
2934,Mechanics and Thermodynamics,Thermodynamics,Thermodynamic Functions and Equilibrium Conditions,"Use the Van der Waals equation of state to compute the difference between the specific heats at constant pressure and constant volume, $c_{\mathrm{p}} - c_{\mathrm{v}}$, for a Van der Waals gas.","The Van der Waals equation is given by
$$
p = \frac{RT}{V-b} - \frac{a}{V^{2}}
$$
where $R$ is the gas constant, and $a$ and $b$ are constants.\\

Using the relation $c_{\mathrm{p}} - c_{\mathrm{v}} = T \left( \frac{\partial p}{\partial T} \right)_{V} \left( \frac{\partial V}{\partial T} \right)_{p} = -T \frac{\left( \frac{\partial p}{\partial T} \right)_{V}^{2}}{\left( \frac{\partial p}{\partial V} \right)_{T}}$:

$$
\left( \frac{\partial p}{\partial T} \right)_{V} = \frac{R}{V-b}
$$

$$
\left( \frac{\partial p}{\partial V} \right)_{T} = -\frac{RT}{(V-b)^{2}} + \frac{2a}{V^{3}}
$$

Substituting into the formula, we get

$$
c_{\mathrm{p}} - c_{\mathrm{v}} = \frac{R}{1 - \frac{2a}{RT} \frac{(V-b)^{2}}{V^{3}}}
$$",\boxed{c_{\mathrm{p}} - c_{\mathrm{v}} = \frac{R}{1 - \frac{2a}{RT} \frac{(V-b)^{2}}{V^{3}}}},EQ,,False,EN,Math Derivation
2935,Mechanics and Thermodynamics,Thermodynamics,Second Law of Thermodynamics and Entropy,"A partition divides an adiabatic container with volume \(V\) into two equal parts. The left half of the container holds 1 mole of a Van der Waals gas at temperature \(T\), with a constant molar heat capacity at constant volume \(c_v\), while the right half is a vacuum. After the partition is removed, the gas expands and fills the entire container. Find the change in temperature \(\Delta T\) of the gas.","Choose \(T, V\) as state variables, \(U = U(T, V)\),

\[
\mathrm{d} U = \left(\frac{\partial U}{\partial T}\right)_{V} \mathrm{d} T + \left(\frac{\partial U}{\partial V}\right)_{T} \mathrm{d} V = c_v \mathrm{d} T + \left[T \left(\frac{\partial p}{\partial T}\right)_{V} - p \right] \mathrm{d} V = 0
\]

Thus,

\[
\mathrm{d} T = \frac{1}{c_v} \left[p - T \left(\frac{\partial p}{\partial T}\right)_{V}\right] \mathrm{d} V
\]

Using the Van der Waals equation \(p = \frac{R T}{V-b} - \frac{a}{V^{2}}\), we find

\[
p - T \left(\frac{\partial p}{\partial T}\right)_{V} = -\frac{a}{V^{2}}
\]

Substituting into the expression for \(\mathrm{d} T\), we get

\[
\mathrm{d} T = -\frac{a}{c_v V^{2}} \mathrm{d} V
\]

Integrating from \(V/2\) to \(V\), the change in temperature after gas expansion is

\[
\Delta T = -\int_{\frac{V}{2}}^{V} \frac{a}{c_v V^{2}} \mathrm{d} V = -\frac{a}{c_v V}
\]

The negative sign indicates a decrease in temperature after free expansion of the gas.",\boxed{-\frac{a}{c_v}},EX,,False,EN,Math Derivation
2936,Mechanics and Thermodynamics,Thermodynamics,Phase Transition and Equilibrium,"1 mol of a certain gas obeys the Van der Waals equation of state $\left(p+\frac{a}{V^{2}}\right)(V-b)=RT$. Rewrite the equation of state using the reduced variables $\tilde{p}=p/p_{\mathrm{c}}, \tilde{V}=V/V_{\mathrm{c}}, \tilde{T}=T/T_{\mathrm{c}}$. What conclusions can be drawn for all gases that comply with the Van der Waals equation of state?","Divide both sides of the Van der Waals equation by $p_{\mathrm{c}} V_{\mathrm{c}}=\frac{a}{9b}$, yielding:

$$
\left(\tilde{p}+\frac{a}{V^{2}} \cdot \frac{27b^{2}}{a}\right)\left(\tilde{V}-\frac{1}{3}\right)=RT \cdot \frac{9b}{a}
$$

After rearranging, we obtain:

$$
\left(\tilde{p}+\frac{3}{\tilde{V}^{2}}\right)\left(\tilde{V}-\frac{1}{3}\right)=\frac{8}{3}\tilde{T}
$$

The above equation is known as the Van der Waals reduced equation. In the reduced equation, the constants $a$ and $b$, which relate to the specific properties of the material, are no longer present. Therefore, if reduced variables are used, all gases that satisfy the Van der Waals equation of state exhibit the same reduced equation—this result is known as the law of corresponding states.",\boxed{\left(\tilde{p}+\frac{3}{\tilde{V}^{2}}\right)\left(\tilde{V}-\frac{1}{3}\right)=\frac{8}{3}\tilde{T}},EQ,,False,EN,Math Derivation
2937,Mechanics and Thermodynamics,Thermodynamics,Thermodynamic State and First Law of Thermodynamics,"A thin-walled cylindrical plummet with its open end facing downwards is submerged into a liquid with density \(\rho\). The initial pressure of the small amount of gas sealed by water is \(p_0\), and its volume is \(V_0\). The gas behaves as an ideal gas. When the external pressure is increased to \(2p_0\), the plummet sinks. Neglect the hydrostatic pressure difference caused by the initial level difference of the liquid inside and outside the plummet. Prove that the velocity \(v\) at which the plummet sinks to a depth \(h\) is given by

\[
v^2 = 2gh - \frac{2p_0}{\rho} \ln \left(1 + \frac{\rho gh}{2p_0}\right)
\]","The net force \(F(x)\) acting on the plummet is equal to the difference between its weight and the buoyant force, which can be expressed as

\[
F(x) = f_p - f_x = V_0 \rho g - \frac{p_0 V_0 \rho g}{2p_0 + \rho g x}
\]

According to the work-energy principle, the work done by the force \(F\) is equal to the increase in the kinetic energy of the plummet. When the plummet sinks to a depth \(h\), its velocity \(v\) is given by the integral

\[
\frac{1}{2} m v^2 = \int_0^h F(x)\, \mathrm{d}x = \int_0^h \left(V_0 \rho g - \frac{p_0 V_0 \rho g}{2p_0 + \rho g x}\right) \mathrm{d}x
\]

Completing the integral and simplifying, we obtain

\[
v^2 = 2gh - \frac{2p_0}{\rho} \ln \left(1 + \frac{\rho g h}{2p_0}\right)
\]",\boxed{v^2 = 2gh - \frac{2p_0}{\rho} \ln \left(1 + \frac{\rho gh}{2p_0}\right)},EQ,,False,EN,Math Derivation
2938,Mechanics and Thermodynamics,Thermodynamics,Second Law of Thermodynamics and Entropy,"1 mol of a Van der Waals gas undergoes free expansion into a vacuum, increasing its volume from $V_1$ to $2V_1$. The initial temperature of the gas is $T_1$, and the molar heat capacity at constant volume $c_v$ is assumed to be a constant. It is known that the final temperature is $T_2 = T_1 - \frac{a}{2c_v V_1}$. Determine the change in entropy of the gas.","To calculate the change in entropy of the gas, connect the initial and final states $\left(T_1, V_1\right)$ and $\left(T_2, 2V_1\right)$ using a reversible process.

$$
\mathrm{d} S = \frac{1}{T} \mathrm{d} u + \frac{p}{T} \mathrm{d} V = c_v \frac{\mathrm{d} T}{T} + \frac{R}{V-b} \mathrm{d} V
$$

Integrating the above equation gives the change in entropy of the gas:

$$
\begin{aligned}
\Delta S & = c_v \int_{T_1}^{T_2} \frac{\mathrm{d} T}{T} + \int_{V_1}^{2V_1} \frac{R}{V-b} \mathrm{d} V = c_v \ln \frac{T_2}{T_1} + R \ln \frac{2V_1-b}{V_1-b} \\
& = c_v \ln \left(1 - \frac{a}{2V_1 c_v T_1}\right) + R \ln \frac{2V_1-b}{V_1-b}
\end{aligned}
$$

For the free expansion of an ideal gas, where $a = 0, b = 0$, we obtain

$$
\Delta S = R \ln 2
$$

This is the familiar result.",\(\boxed{R \ln 2}\),NV,,False,EN,Math Derivation
2939,Mechanics and Thermodynamics,Thermodynamics,Thermodynamic Functions and Equilibrium Conditions,"A paramagnetic system, in a uniform external field and adiabatically isolated from the environment, has an induced magnetic moment given by $M = a \frac{H}{T}$. When $H$ is given, the heat capacity is $c_{H} = \frac{b}{T^{2}}$, where $a$ and $b$ are constants. How strong should the initial field intensity $H$ be to make the temperature half of its initial value?","If

$$
T_{f} = \frac{1}{2} T_{i}, \quad \text{then} \quad H_{i} = \sqrt{\frac{2 b}{a \mu_{0}} \ln 2}
$$",\boxed{\sqrt{\frac{2 b}{a \mu_{0}} \ln 2}},NV,,False,EN,Math Derivation
2940,Mechanics and Thermodynamics,Thermodynamics,Thermodynamic Functions and Equilibrium Conditions,The equation of state for a Van der Waals gas is given by $\left(p+\frac{a}{V^{2}}\right)(V-b)=RT$. The gas undergoes an isothermal expansion from volume $V_{1}$ to $V_{2}$. Calculate the change in Helmholtz free energy.,"The original equation can be rewritten as

$$
p=\frac{R T}{V-b}-\frac{a}{V^{2}}.
$$

During the isothermal process, the change in Helmholtz free energy is

$$
\Delta F=-\int_{V_{1}}^{V_{2}} p \, \mathrm{d}V = -\int_{V_{1}}^{V_{2}}\left(\frac{R T}{V-b}-\frac{a}{V^{2}}\right) \, \mathrm{d}V = -R T \ln \left(\frac{V_{2}-b}{V_{1}-b}\right) + a\left(\frac{1}{V_{1}}-\frac{1}{V_{2}}\right).
$$",\boxed{-R T \ln \left(\frac{V_{2}-b}{V_{1}-b}\right) + a\left(\frac{1}{V_{1}}-\frac{1}{V_{2}}\right)},EX,,False,EN,Practical Application
2942,Mechanics and Thermodynamics,Thermodynamics,Second Law of Thermodynamics and Entropy,"Assume the following relationship between entropy $S$, volume $V$, internal energy $U$, and number of particles $N$: $S = A[NVU]^{1/3}$, where $A$ is a constant. Find the relationship between the following quantities: (b) $p, N, V,$ and $T$.","$$
p = -\left(\frac{\partial U}{\partial V}\right)_{S, N} = \frac{S^{3}}{A^{3} N V^{2}} = \frac{U}{V} = \frac{1}{V} \sqrt{N V} \left(\frac{A T}{3}\right)^{3/2}.
$$",\boxed{p = \frac{1}{V} \sqrt{N V} \left(\frac{A T}{3}\right)^{3/2}},EQ,,False,EN,Math Derivation
2943,Mechanics and Thermodynamics,Thermodynamics,Second Law of Thermodynamics and Entropy,"A uniform conducting rod has a length of \( L \), cross-sectional area \( A \), density \( \rho \), and specific heat capacity at constant pressure \( c_{\mathrm{p}} \). One end of the rod is in contact with a heat source at temperature \( T_{H} \), while the other end is in contact with a cold source at temperature \( T_{C} \), resulting in a non-uniform temperature distribution along the rod. The rod is then removed from the heat and cold sources, ensuring both adiabatic and isobaric conditions are maintained. Prove that the change in entropy of the rod is:

\[
\Delta S = c_{\mathrm{p}}\left(1 + \ln T_{f} + \frac{T_{C}}{T_{H} - T_{C}} \ln T_{C} - \frac{T_{H}}{T_{H} - T_{C}} \ln T_{H}\right),
\]

where

\[
c_{\mathrm{p}} = c_{\mathrm{p}} \rho A L.
\]","Given that

\[
c_{\mathrm{p}} = T\left(\frac{\partial S}{\partial T}\right)_{p},
\]

we have

\[
\Delta S = c_{\mathrm{p}} \rho A \int_{0}^{L} \mathrm{d}x \int_{T_{x}}^{\left(T_{H} + T_{C}\right) / 2} \frac{\mathrm{d} T}{T} = c_{\mathrm{p}}\left(1 + \ln T_{f} + \frac{T_{C}}{T_{H} - T_{C}} \ln T_{C} - \frac{T_{H}}{T_{H} - T_{C}} \ln T_{H}\right).
\]

where

\[
c_{\mathrm{p}} = c_{\mathrm{p}} \rho A L.
\]

Note: The following integral formula was used to find the integral:

\[
\int \ln x \, \mathrm{d}x = x(\ln x - 1) + C.
\]",\boxed{\Delta S = c_{\mathrm{p}}\left(1 + \ln T_{f} + \frac{T_{C}}{T_{H} - T_{C}} \ln T_{C} - \frac{T_{H}}{T_{H} - T_{C}} \ln T_{H}\right)},EQ,,False,EN,Math Derivation
2944,Mechanics and Thermodynamics,Thermodynamics,Phase Transition and Equilibrium,"At an atmospheric pressure of 1 atm and a temperature of $0^{\circ} \mathrm{C}$, the heat of fusion for ice is $1.4363 \,\mathrm{kcal/mol}$. If 1 mol of ice is melted under these conditions, calculate the change in entropy.","Change in entropy

$$
\Delta S = \frac{Q}{T} = \frac{1.4363 \times 10^{3}}{273} \approx 5.26 \,\mathrm{cal/K}
$$",\boxed{5.26},NV,\mathrm{cal/K},False,EN,Laws Application
2945,Mechanics and Thermodynamics,Thermodynamics,Phase Transition and Equilibrium,"The vapor pressure of solid ammonia is given by the following relationship:

$$
\ln p = 23.03 - \frac{3754}{T}
$$

The vapor pressure of liquid ammonia is given by:

$$
\ln p = 19.49 - \frac{3063}{T}
$$

In these equations, $p$ is in mmHg and $T$ is the absolute temperature.  
(1) Determine the triple point temperature.","(1) The triple point temperature $T_0$ satisfies the equation $23.03 - \frac{3754}{T} = 19.49 - \frac{3063}{T}$. Solving for $T$, we find $T = 195 \ \mathrm{K}$.",\boxed{195},NV,\mathrm{K},False,EN,Knowledge Recall
2946,Mechanics and Thermodynamics,Thermodynamics,Second Law of Thermodynamics and Entropy,"A reversible heat engine operates between two heat reservoirs with temperatures $T_{1}$ and $T_{2}$ ($T_{2} > T_{1}$). The heat reservoir at $T_{1}$ can be considered as having an infinite mass, whereas the heat reservoir at $T_{2}$ is a finite amount of gas with constant volume ($\mu$ moles, and specific heat capacity $c_{v}$). After the heat engine has been working for a long time, $T_{2}$ equalizes with $T_{1}$. What is the change in entropy of the heat reservoir at $T_{2}$?","Since $\mathrm{d}S = \frac{\mathrm{d}Q}{T} = \frac{\mu c_{v} \mathrm{d}T}{T}$, thus $\Delta S = \mu c_{v} \ln \frac{T_{1}}{T_{2}}$",\boxed{\mu c_{v} \ln \frac{T_{1}}{T_{2}}},EX,,False,EN,Laws Application
2948,Mechanics and Thermodynamics,Thermodynamics,Thermodynamic State and First Law of Thermodynamics,"In a cylinder containing pure oxygen, steel wool is placed, and the cylinder has a frictionless piston that keeps the oxygen pressure constant at 1 atm. A slow chemical reaction occurs between the iron in the steel wool and oxygen, producing $\mathrm{Fe}_{2} \mathrm{O}_{3}$. To maintain the process at a constant temperature of $25^{\circ} \mathrm{C}$, 831 J of heat is released upon the reaction of 2 mol of iron. The chemical reaction equation is:

$$
2 \mathrm{Fe} + \frac{3}{2} \mathrm{O}_{2} \longrightarrow \mathrm{Fe}_{2} \mathrm{O}_{3}
$$

Try to calculate the work $W$ done by the system on the surroundings during the process.","The chemical reaction occurs under constant pressure and temperature conditions; to sustain the reaction, oxygen must be supplied continuously. 2 mol of Fe reacts with 1.5 mol of $\mathrm{O}_{2}$ in the chemical reaction, thus the oxygen decreases by 1.5 mol. The equation of state for the oxygen is $p V = n R T$, thus $p \Delta V = (\Delta n) R T$. The volume of the steel wool can be ignored, so the work done by the system on the surroundings is

$$
W = p \Delta V = (\Delta n) R T
$$

$\Delta n = -1.5 \mathrm{~mol}$, substituting in gives

$$
W = -3.71 \times 10^{3} \mathrm{~J}
$$

The negative sign indicates work is done on the oxygen and steel wool system by the surroundings to maintain constant oxygen pressure.",\boxed{-3.71 \times 10^{3}},NV,\mathrm{J},False,EN,Practical Application
2949,Mechanics and Thermodynamics,Thermodynamics,Phase Transition and Equilibrium,"(1) Through a simple thermodynamic discussion, derive the relationship between the logarithm of the melting temperature's variation with pressure $\frac{1}{T_{m}} \frac{\mathrm{~d} T_{m}}{\mathrm{~d} p}$ and the densities of the solid and liquid phases, as well as the latent heat of the phase transition.","During a phase transition, $\mu_{\ell} = \mu_{s}$, where the subscripts $\ell$ and $s$ represent the liquid and solid phases, respectively. According to the laws of thermodynamics, we have

$$
\mathrm{d} \mu = -S \mathrm{~d} T + V \mathrm{~d} p
$$

Thus,

$$
\begin{gathered}
\left(S_{\ell} - S_{s}\right) \mathrm{d} T_{m} = \left(V_{\ell} - V_{s}\right) \mathrm{d} p \\
\frac{1}{T_{m}} \cdot \frac{\mathrm{~d} T_{m}}{\mathrm{~d} p} = \frac{V_{\ell} - V_{s}}{T_{m}\left(S_{\ell} - S_{s}\right)} = \frac{V_{\ell} - V_{s}}{L}
\end{gathered}
$$

By substituting $V = 1 / \rho$ into the above equation, we obtain

$$
\frac{\mathrm{d} T_{m}}{T_{m} \mathrm{~d} p} = \frac{1}{L \rho_{\ell}}\left(1 - \frac{\rho_{\ell}}{\rho_{s}}\right)
$$",\boxed{\frac{1}{L \rho_{\ell}}\left(1 - \frac{\rho_{\ell}}{\rho_{s}}\right)},EX,,False,EN,Math Derivation
2950,Mechanics and Thermodynamics,Thermodynamics,Phase Transition and Equilibrium,"During the process where $10 \mathrm{~kg}$ of water at $20^{\circ} \mathrm{C}$ is transformed into ice at $-10^{\circ} \mathrm{C}$, a heat source at $-10^{\circ} \mathrm{C}$ absorbs heat, resulting in an increase in its entropy. Given the heat capacities and latent heat of fusion for the heating, condensation, and cooling processes experienced by water and ice as described above, calculate the change in entropy of the heat source.","In this process, the entropy of the heat source increases as it absorbs heat:

$$
\Delta S_{\mathrm{e}} = \frac{1}{263} (10 \times (4180 \times 20 + 3.34 \times 10^{5} + 2090 \times 10)) \approx 16673 \mathrm{~J} / \mathrm{K}
$$",\boxed{16673},NV,\mathrm{J/K},False,EN,Practical Application
2951,Mechanics and Thermodynamics,Thermodynamics,Thermodynamic Functions and Equilibrium Conditions,"A $100 \, \Omega$ resistor at a normal temperature of 300 K carries a current of 10 A for 300 seconds.  
(3) What is the change in the internal energy of the system?","The increase in the internal energy of the system is  

$$  
\Delta U = 3 \times 10^{6} \, \mathrm{J}  
$$",\boxed{3 \times 10^{6}},NV,\mathrm{J},False,EN,Laws Application
2952,Mechanics and Thermodynamics,Thermodynamics,Phase Transition and Equilibrium,"At $1 \mathrm{~atm}\left(p_{0}=1 \mathrm{~atm}\right)$, the boiling point of liquid helium is $T_{0}=4.2 \mathrm{~K}$. We continuously extract gas, keeping the vapor pressure at $p_{m} \ll p_{0}$. Assume that the latent heat $L$ does not depend on temperature, and that the vapor density is much lower than the liquid density. Determine the temperature $T_{m}$ under these conditions, and express the result in terms of $L, T_{0}, p_{0}, p_{m}$, and some other constants.","At this point:

Therefore:

$$
\begin{gathered}
\frac{\mathrm{d} p}{\mathrm{~d} T}=\frac{L}{R} \frac{p}{T^{2}} \\
\ln \frac{p_{0}}{p_{m}}=\frac{L}{R}\left(\frac{1}{T_{m}}-\frac{1}{T_{0}}\right)
\end{gathered}
$$

Thus:

$$
T_{m}=\frac{T_{0}}{1+\frac{R T_{0}}{L} \ln \frac{p_{0}}{p_{m}}}
$$","\[
\boxed{T_{m} = \frac{T_{0}}{1+\frac{R T_{0}}{L} \ln \frac{p_{0}}{p_{m}}}}
\]",EQ,,False,EN,Math Derivation
2953,Mechanics and Thermodynamics,Thermodynamics,Thermodynamic Functions and Equilibrium Conditions,"If the equation of state of a dielectric is $P = \frac{cVE}{T}$, where $P$ is the electric polarization, $E$ is the electric field intensity, $V$ is the volume of the dielectric, and $c$ is a constant. In a reversible adiabatic process, how much does the temperature of the dielectric change when the electric field $E$ changes from $E_{i}$ to $E_{f}$? Assume the specific heat capacity $c_{E}$ of the dielectric is constant.","In a reversible adiabatic process, $\mathrm{d}S = 0$. According to the equation $T \mathrm{d}S$:

$$
c_{E} \mathrm{~d} T - \frac{cV}{T} E \mathrm{~d} E = 0
$$

When the electric field $E$ changes from $E_{i}$ to $E_{f}$, the temperature of the dielectric changes from $T_{i}$ to $T_{f}$. Integrating the equation gives:

$$
\int_{T_{i}}^{T_{f}} T \mathrm{d} T = \frac{cV}{c_{E}} \int_{E_{i}}^{E_{f}} E \mathrm{d} E
$$

Completing the integration, we obtain:

$$
T_{f}^{2} - T_{i}^{2} = \frac{cV}{c_{E}}\left(E_{f}^{2} - E_{i}^{2}\right)
$$

The change in temperature of the dielectric is:

$$
\Delta T = T_{f} - T_{i} = T_{i} \left\{\sqrt{1 + \frac{cV}{c_{E} T_{i}^{2}}\left(E_{f}^{2} - E_{i}^{2}\right)} - 1\right\}
$$

If $\Delta E = E_{f} - E_{i}$ is a small quantity, the equation can be simplified to:

$$
\Delta T = \frac{cVE}{c_{E} T_{i}} \Delta E
$$",\boxed{\Delta T = T_{i}\left\{\sqrt{1+\frac{c V}{c_{E} T_{i}^{2}}\left(E_{f}^{2}-E_{i}^{2}\right)}-1\right\}},EX,,False,EN,Math Derivation
2955,Mechanics and Thermodynamics,Thermodynamics,Phase Transition and Equilibrium,"In an ideal gas mixture, a chemical reaction occurs:

$$
\nu_3 \mathrm{~A}_3 + \nu_4 \mathrm{~A}_4 - \nu_1 \mathrm{~A}_1 - \nu_2 \mathrm{~A}_2 = 0
$$

Determine the moles of $\mathrm{A}_3$ and $\mathrm{A}_4$ produced when the degree of reaction is $\varepsilon$.","The moles of gases $\mathrm{A}_3$ and $\mathrm{A}_4$ produced are respectively:

$$
n_3 = \varepsilon n_0 \nu_3, \quad n_4 = \varepsilon n_0 \nu_4
$$","\boxed{n_3 = \varepsilon n_0 \nu_3, n_4 = \varepsilon n_0 \nu_4}",EQ,"None, None",True,EN,Laws Application
