model_name,system_prompt,user_prompt,academic_discipline,academic_field,abstract
gpt-5.2-2025-12-11,"You are an expert academic writer specializing in producing realistic, high-quality research abstracts. You will be given an academic field, and your task is to generate a realistic academic abstract in that field. The abstract should be between 150 and 300 words in length and written in a formal academic style.
The abstract should clearly state:
- the research problem or question,
- the methodological approach,
- the main findings, and
- the key implications or contributions.
Do not include citations, references, section headings, or any explanatory text. Output only the abstract itself.",Academic field: Chemical Engineering,Engineering & Technology,Chemical Engineering,"Decarbonizing industrial heat remains a central challenge in chemical engineering, particularly for processes requiring high-temperature duty where electrification is constrained by equipment limits and grid variability. This study investigates the technical and economic feasibility of integrating high-temperature heat pumps (HTHPs) with vapor recompression and thermal energy storage to supply 120–200 °C heat in continuous chemical plants. A mixed-integer nonlinear programming framework was developed to co-optimize HTHP selection, heat-exchanger network retrofits, storage sizing, and operating schedules under time-varying electricity prices and carbon intensities. The model was applied to three representative case studies—distillation, evaporation, and reactor feed preheating—using plant data and validated thermodynamic performance maps. Results indicate that HTHP integration can reduce fossil-fired steam demand by 38–71% while maintaining process constraints, with system-level coefficients of performance between 2.1 and 3.4 depending on lift and pinch limitations. When coupled with 4–8 hours of sensible thermal storage, peak electrical demand was reduced by up to 29% and operating costs decreased by 6–18% relative to HTHP-only operation. Carbon emissions declined by 24–62% under current grid mixes and up to 80% under projected low-carbon grids. Sensitivity analyses show that retrofit viability is most strongly influenced by achievable approach temperatures, compressor isentropic efficiency, and the correlation between electricity price and carbon intensity. The proposed optimization framework provides actionable design rules for prioritizing heat recovery targets and storage deployment, enabling robust pathways to low-carbon process heat without compromising operability."
gpt-5.1-2025-11-13,"You are an expert academic writer specializing in producing realistic, high-quality research abstracts. You will be given an academic field, and your task is to generate a realistic academic abstract in that field. The abstract should be between 150 and 300 words in length and written in a formal academic style.
The abstract should clearly state:
- the research problem or question,
- the methodological approach,
- the main findings, and
- the key implications or contributions.
Do not include citations, references, section headings, or any explanatory text. Output only the abstract itself.",Academic field: Chemical Engineering,Engineering & Technology,Chemical Engineering,"This study addresses the challenge of intensifying CO₂ capture from dilute gas streams while reducing energy consumption associated with solvent regeneration in post-combustion processes. Conventional amine-based systems suffer from high regeneration duty, solvent degradation, and equipment corrosion, motivating the exploration of alternative process configurations and solvent formulations. We investigate a hybrid process that integrates a sterically hindered amine–carbonate solvent with a rotating packed bed (RPB) contactor to enhance mass transfer and reduce column size. A combined experimental and modeling approach is employed: bench-scale RPB absorption tests are conducted over a range of gas flow rates, solvent compositions, and rotational speeds, and the data are used to parameterize a rate-based model incorporating rigorous hydrodynamics and reaction kinetics. The model is then embedded in a process simulation framework to quantify energy consumption and capture efficiency relative to a conventional packed column using monoethanolamine. The results show that the hybrid system achieves up to 40% reduction in specific regeneration energy at 90% CO₂ capture, with a 60–70% reduction in absorber footprint. Enhanced mass-transfer coefficients in the RPB allow operation at lower solvent circulation rates, mitigating solvent degradation while maintaining high capture performance. Sensitivity analyses highlight the critical role of rotational speed and solvent alkalinity in balancing energy use and capture efficiency. The findings demonstrate that combining intensified gas–liquid contactors with tailored solvent chemistry offers a viable pathway for next-generation post-combustion CO₂ capture, with implications for retrofitting existing plants and designing compact capture units for distributed emission sources."
gpt-5-2025-08-07,"You are an expert academic writer specializing in producing realistic, high-quality research abstracts. You will be given an academic field, and your task is to generate a realistic academic abstract in that field. The abstract should be between 150 and 300 words in length and written in a formal academic style.
The abstract should clearly state:
- the research problem or question,
- the methodological approach,
- the main findings, and
- the key implications or contributions.
Do not include citations, references, section headings, or any explanatory text. Output only the abstract itself.",Academic field: Computer Science,Engineering & Technology,Computer Science,"This study addresses the problem of reliably aligning large language models with domain-specific constraints in safety-critical applications, where rule violations and hallucinations can cause material harm. We investigate how combining structured knowledge representations with preference-based optimization influences factuality, constraint adherence, and generalization to unseen tasks. We propose a hybrid alignment framework that integrates a symbolic constraint graph, automatically extracted from domain ontologies and policy documents, with reinforcement learning from human and synthetic feedback. The method injects constraints via constrained decoding and trains a reward model that jointly scores task utility, rule compliance, and epistemic humility. We evaluate on three domains—clinical decision support, financial regulation Q&A, and secure code generation—using a new benchmark that includes adversarial prompts, counterfactuals, and distribution shifts. Experiments with two 13B-parameter base models show that our approach reduces hard constraint violations by 57–71% relative to supervised fine-tuning baselines and lowers factual error rates by 23% without degrading task utility. Ablations indicate that constrained decoding prevents high-severity failures, while the joint reward is critical for maintaining coverage under shift. Calibration analysis reveals improved refusal specificity and uncertainty signaling. Finally, we present a small-sample adaptation procedure that preserves constraint adherence when transferring to new ontologies with as few as 50 labeled pairs. These findings suggest that coupling symbolic structure with preference optimization yields more dependable model behavior and offers a practical path to deploying language models in regulated settings where reliability and accountability are paramount."
gpt-5.2-2025-12-11,"You are an expert academic writer specializing in producing realistic, high-quality research abstracts. You will be given an academic field, and your task is to generate a realistic academic abstract in that field. The abstract should be between 150 and 300 words in length and written in a formal academic style.
The abstract should clearly state:
- the research problem or question,
- the methodological approach,
- the main findings, and
- the key implications or contributions.
Do not include citations, references, section headings, or any explanatory text. Output only the abstract itself.",Academic field: Computer Science,Engineering & Technology,Computer Science,"Large language models (LLMs) are increasingly deployed as general-purpose assistants, yet their reliability in multi-step reasoning remains limited by error propagation and brittle self-correction. This study investigates whether integrating structured verification into generation can improve factual and logical consistency without sacrificing efficiency. We propose Verifier-Guided Decoding (VGD), a framework that interleaves token-level generation with periodic, lightweight checks performed by a separate verifier model trained to detect contradiction, unsupported claims, and arithmetic or symbolic inconsistencies. VGD formulates decoding as a constrained search in which candidate continuations are rescored using verifier feedback and a learned penalty for unverifiable steps, enabling early rejection of flawed trajectories. We evaluate VGD on diverse reasoning benchmarks spanning mathematical word problems, program synthesis, and multi-hop question answering, using multiple base LLMs and verifier capacities. Across tasks, VGD improves exact-match accuracy by 6–14 percentage points relative to standard decoding and by 3–8 points relative to self-consistency sampling at comparable compute budgets. Error analysis shows the largest gains arise from preventing early incorrect commitments and reducing hallucinated intermediate facts, while maintaining fluency and task completion rates. Ablations indicate that periodic verification and contradiction detection contribute more than post-hoc reranking alone. These results suggest that modest, structured verification can substantially enhance LLM reliability, offering a practical path toward safer deployment in settings requiring traceable, multi-step reasoning."
gpt-5.2-2025-12-11,"You are an expert academic writer specializing in producing realistic, high-quality research abstracts. You will be given an academic field, and your task is to generate a realistic academic abstract in that field. The abstract should be between 150 and 300 words in length and written in a formal academic style.
The abstract should clearly state:
- the research problem or question,
- the methodological approach,
- the main findings, and
- the key implications or contributions.
Do not include citations, references, section headings, or any explanatory text. Output only the abstract itself.",Academic field: Computer Science,Engineering & Technology,Computer Science,"Large language models (LLMs) are increasingly deployed as general-purpose agents, yet their reliability degrades in long-horizon tasks that require maintaining and updating intermediate state. This paper investigates whether explicit, verifiable state representations can improve agentic performance without increasing model size. We propose State-Augmented Planning (SAP), a framework that couples an LLM with a lightweight state manager that (i) extracts structured state variables from the dialogue and environment observations, (ii) validates state transitions against task-specific constraints, and (iii) conditions subsequent action generation on the validated state. We evaluate SAP on a suite of interactive benchmarks spanning web navigation, tool use, and multi-step code editing, using identical base models and prompts across conditions. SAP yields consistent gains in task success (8–19 percentage points) and reduces catastrophic failures such as goal drift and irreversible actions by 23–41% relative to standard prompting and reflection baselines. Ablation studies show that transition validation contributes more than state extraction alone, and that benefits persist under partial observability and noisy tool outputs. Analysis of error traces indicates that SAP primarily improves performance by preventing inconsistent intermediate assumptions and by enabling recovery from earlier mistakes through state correction. These results suggest that augmenting LLM agents with explicit, constraint-checked state can provide a practical path to more dependable long-horizon behavior, offering a modular alternative to retraining and a foundation for safety-oriented monitoring in deployed systems."
gpt-5-2025-08-07,"You are an expert academic writer specializing in producing realistic, high-quality research abstracts. You will be given an academic field, and your task is to generate a realistic academic abstract in that field. The abstract should be between 150 and 300 words in length and written in a formal academic style.
The abstract should clearly state:
- the research problem or question,
- the methodological approach,
- the main findings, and
- the key implications or contributions.
Do not include citations, references, section headings, or any explanatory text. Output only the abstract itself.",Academic field: Computer Science,Engineering & Technology,Computer Science,"Large language models demonstrate impressive generalization, yet their predictions can be brittle under distribution shift and opaque to post-hoc auditing. This study investigates how structured uncertainty estimation and feature-target disentanglement can jointly improve reliability in neural sequence classifiers. We pose two research questions: (1) Can calibrated token-level uncertainty reduce overconfident errors under covariate and label shift? (2) Does enforcing disentangled intermediate representations improve out-of-distribution robustness without sacrificing in-distribution accuracy? We propose UnDeR, a training framework that combines three components: a stochastic decoder producing Monte Carlo token uncertainties, a disentanglement objective that separates causal and spurious features via adversarial invariance, and a calibration-aware loss that directly optimizes expected calibration error. We evaluate UnDeR on five text classification and sequence tagging benchmarks with natural and synthetic shifts, including temporal drift and domain adaptation. Compared to strong baselines, UnDeR reduces overconfident mistakes by 27–43%, improves area under the risk-coverage curve by 6.8 points, and lowers expected calibration error by up to 35% without degrading clean accuracy. Ablations show that uncertainty-aware training contributes most to calibration, while invariance objectives primarily enhance robustness to spurious correlations, and their combination yields additive benefits. Analysis of token-level attributions indicates better alignment with causal features and reduced reliance on dataset-specific artifacts. The findings demonstrate that jointly modeling uncertainty and representation disentanglement yields more trustworthy predictions with meaningful abstention behavior. The contributions include a unified, training-time approach for calibrated robustness in sequence models, empirical evidence across diverse shifts, and open-source implementations to facilitate reproducibility and practical adoption."
gpt-5.2-2025-12-11,"You are an expert academic writer specializing in producing realistic, high-quality research abstracts. You will be given an academic field, and your task is to generate a realistic academic abstract in that field. The abstract should be between 150 and 300 words in length and written in a formal academic style.
The abstract should clearly state:
- the research problem or question,
- the methodological approach,
- the main findings, and
- the key implications or contributions.
Do not include citations, references, section headings, or any explanatory text. Output only the abstract itself.",Academic field: Aerospace Engineering,Engineering & Technology,Aerospace Engineering,"Accurate prediction of aerodynamic loads on morphing wing configurations remains challenging due to the strong coupling between large structural deformations and unsteady, transitional flow phenomena. This study investigates whether a reduced-order, data-assisted aeroelastic framework can provide reliable load and deformation estimates across a practical morphing envelope while retaining computational efficiency suitable for design iteration and control. A high-fidelity fluid–structure interaction dataset is generated for a variable-camber wing section using a partitioned solver with moving-mesh Reynolds-averaged Navier–Stokes and geometrically nonlinear finite elements, spanning multiple camber states, angles of attack, and reduced frequencies. Proper orthogonal decomposition is used to construct compact bases for pressure and displacement fields, and a sparse regression model is trained to capture the parametric dependence of modal coefficients, augmented with a stability-constrained time-marching scheme to represent unsteady effects. The resulting reduced-order model predicts sectional lift, pitching moment, and tip deflection with mean errors below 3% relative to the high-fidelity simulations, while reducing computational cost by approximately two orders of magnitude. Analysis reveals that a small number of coupled modes captures the dominant load redistribution induced by camber morphing, but accurate moment prediction requires inclusion of pressure modes localized near the leading edge. The proposed approach enables rapid evaluation of morphing strategies and provides a pathway toward real-time aeroelastic estimation and control, supporting more efficient design of adaptive lifting surfaces."
gpt-5.1-2025-11-13,"You are an expert academic writer specializing in producing realistic, high-quality research abstracts. You will be given an academic field, and your task is to generate a realistic academic abstract in that field. The abstract should be between 150 and 300 words in length and written in a formal academic style.
The abstract should clearly state:
- the research problem or question,
- the methodological approach,
- the main findings, and
- the key implications or contributions.
Do not include citations, references, section headings, or any explanatory text. Output only the abstract itself.",Academic field: Aerospace Engineering,Engineering & Technology,Aerospace Engineering,"This study investigates the coupled aeroelastic and propulsion-induced instabilities in high-aspect-ratio, flexible wing configurations designed for next-generation, fuel-efficient transport aircraft. As structural flexibility increases and engines are integrated closer to the wing, traditional decoupled aerodynamic, structural, and propulsion analyses become insufficient to predict flutter margins and load envelopes. The research addresses the question of how engine thrust dynamics and nacelle–pylon flexibility alter the aeroelastic stability boundaries and maneuver-load behavior of such configurations.

A nonlinear, high-fidelity aeroelastic model is developed that couples a geometrically exact beam representation of the wing–pylon–nacelle system with unsteady Reynolds-averaged Navier–Stokes simulations and a low-order dynamic engine model capturing thrust lag and spool dynamics. Linearized models about trimmed flight conditions are extracted to perform eigenvalue-based flutter analysis, while time-domain simulations under gust and maneuver excitations assess transient load redistribution. Parametric studies vary engine placement, pylon stiffness, and thrust response characteristics.

The results show that propulsion–wing coupling can reduce classical flutter speed by up to 12% compared with predictions from uncoupled models, primarily through dynamic thrust–induced bending–torsion coupling. Increased pylon flexibility amplifies out-of-plane wing motion and shifts critical modes toward lower frequencies, while slower thrust dynamics mitigate some destabilizing effects by introducing beneficial phase lags. Load analysis reveals significant redistribution along the span, with local bending moment increases exceeding 18% near the engine location.

The findings demonstrate that propulsion–aeroelastic interactions must be explicitly included in the early design stages of flexible transport aircraft. The study provides modeling guidelines, sensitivity trends, and preliminary design criteria for engine placement and pylon stiffness to preserve flutter margins and structural integrity without sacrificing aerodynamic efficiency."
gpt-5-2025-08-07,"You are an expert academic writer specializing in producing realistic, high-quality research abstracts. You will be given an academic field, and your task is to generate a realistic academic abstract in that field. The abstract should be between 150 and 300 words in length and written in a formal academic style.
The abstract should clearly state:
- the research problem or question,
- the methodological approach,
- the main findings, and
- the key implications or contributions.
Do not include citations, references, section headings, or any explanatory text. Output only the abstract itself.",Academic field: Aerospace Engineering,Engineering & Technology,Aerospace Engineering,"Advances in autonomy for small unmanned aerial vehicles are constrained by the coupled challenges of gust disturbance rejection and energy-efficient trajectory planning in cluttered, GPS-denied environments. This study addresses the question of how to jointly optimize perception, control, and path planning to maintain tracking accuracy under stochastic wind while minimizing power consumption and guaranteeing collision avoidance. We propose a hierarchical framework that integrates a learned disturbance observer with a model-predictive path planner informed by onboard visual-inertial odometry and a reduced-order aerodynamic model. At the low level, a Koopman-based observer estimates gust-induced forces in real time and feeds a tube model predictive controller that enforces robustness margins around a nominal trajectory. At the high level, a sampling-based planner solves a chance-constrained energy cost that accounts for forecasted disturbance fields inferred from sparse pressure and flow cues.

Experiments were conducted on a 2.1 kg quadrotor in a wind tunnel with active gust generation and in a motion-capture indoor course with dynamic obstacles. Over 42 flights, the method reduced RMS tracking error by 37% and specific energy consumption by 18% relative to a baseline geometric controller with deterministic planning, while maintaining a zero-collision record and real-time operation at 200 Hz on embedded hardware. Ablation studies attribute most gains to the disturbance-aware cost shaping and the tube constraints, with the learned observer contributing up to 60% of the error reduction in high-turbulence regimes.

The results demonstrate that explicitly coupling disturbance estimation with probabilistic planning yields measurable efficiency and safety benefits for autonomous aerial vehicles. The framework generalizes to varying vehicle mass and propulsor configurations without retuning, suggesting a practical pathway for robust, energy-aware autonomy in low-altitude urban operations."
gpt-5.2-2025-12-11,"You are an expert academic writer specializing in producing realistic, high-quality research abstracts. You will be given an academic field, and your task is to generate a realistic academic abstract in that field. The abstract should be between 150 and 300 words in length and written in a formal academic style.
The abstract should clearly state:
- the research problem or question,
- the methodological approach,
- the main findings, and
- the key implications or contributions.
Do not include citations, references, section headings, or any explanatory text. Output only the abstract itself.",Academic field: Aerospace Engineering,Engineering & Technology,Aerospace Engineering,"Accurate prediction of aerodynamic loads on morphing wing configurations remains a persistent challenge due to strong fluid–structure interaction, moving boundaries, and the need for rapid evaluation in design and control. This study investigates whether a reduced-order, data-assisted modeling framework can deliver reliable unsteady load estimates for camber-morphing wings across a range of actuation schedules and flight conditions. High-fidelity simulations are performed using a partitioned coupling of an incompressible Navier–Stokes solver with a nonlinear structural model of a compliant wingbox, incorporating geometric nonlinearity and actuator constraints. A parametric dataset spanning Reynolds number, reduced frequency, and morphing amplitude is generated and used to train a physics-informed operator-learning surrogate that embeds conservation constraints and enforces kinematic compatibility at the fluid–structure interface. The proposed model predicts lift, pitching moment, and surface pressure distributions with mean errors below 3% relative to coupled simulations, while reducing evaluation time by two orders of magnitude. Analysis reveals that morphing-induced phase shifts in leading-edge suction dominate moment excursions, and that optimal actuation timing can suppress peak torsional response without sacrificing mean lift. The results demonstrate that combining high-fidelity coupled data with physics-informed operator learning enables fast, accurate load prediction for morphing wings, supporting real-time control synthesis and accelerating multidisciplinary design optimization for adaptive aircraft configurations."
gpt-5-2025-08-07,"You are an expert academic writer specializing in producing realistic, high-quality research abstracts. You will be given an academic field, and your task is to generate a realistic academic abstract in that field. The abstract should be between 150 and 300 words in length and written in a formal academic style.
The abstract should clearly state:
- the research problem or question,
- the methodological approach,
- the main findings, and
- the key implications or contributions.
Do not include citations, references, section headings, or any explanatory text. Output only the abstract itself.",Academic field: Materials Science,Engineering & Technology,Materials Science,"Advanced lightweight structural applications demand metals that combine high strength with ductility, yet conventional alloy design often faces a trade-off between these properties. This study addresses the question of how to simultaneously enhance strength and tensile ductility in precipitation-strengthened aluminum alloys through controlled defect engineering at multiple length scales. We develop a processing route that couples rapid solidification with architected thermomechanical treatments to tailor precipitate size distributions, grain boundary character, and dislocation structures in an Al–Mg–Si–Cu alloy.

Using in situ synchrotron X-ray diffraction, high-resolution transmission electron microscopy, atom probe tomography, and crystal plasticity finite element modeling, we quantify the evolution of metastable precipitates and their interaction with geometrically necessary dislocations during monotonic loading. Small-angle scattering provides precipitate number densities and size evolution, while electron backscatter diffraction maps grain boundary networks. Mechanical testing from 77 to 473 K probes rate and temperature sensitivities.

We find that a bimodal precipitate population, consisting of nanoscale, shearable clusters coexisting with coarser, non-shearable particles, generates a dual strengthening mechanism that delays strain localization. Optimizing the interparticle spacing to 25–40 nm produces a stable dislocation substructure and activates back-stress hardening, yielding 28% gain in uniform elongation at equivalent yield strength compared to a conventionally aged state. Grain boundary complexion control increases high-angle boundary fractions, suppressing dynamic strain aging and reducing Portevin–Le Chatelier instabilities across strain rates.

The results demonstrate a pathway to decouple strength–ductility trade-offs by synchronizing precipitation kinetics with dislocation storage and boundary complexion engineering. The approach provides processing windows and microstructural descriptors that can guide scalable heat treatments for automotive-grade aluminum, and offers a transferable framework for designing high-performance alloys through multiscale defect orchestration."
gpt-5-2025-08-07,"You are an expert academic writer specializing in producing realistic, high-quality research abstracts. You will be given an academic field, and your task is to generate a realistic academic abstract in that field. The abstract should be between 150 and 300 words in length and written in a formal academic style.
The abstract should clearly state:
- the research problem or question,
- the methodological approach,
- the main findings, and
- the key implications or contributions.
Do not include citations, references, section headings, or any explanatory text. Output only the abstract itself.",Academic field: Materials Science,Engineering & Technology,Materials Science,"Additive manufacturing of high-entropy alloys (HEAs) promises unprecedented combinations of strength, ductility, and corrosion resistance, yet process–structure–property relationships remain poorly resolved due to rapid solidification and complex compositional interactions. This study investigates how laser powder bed fusion (LPBF) processing parameters govern microstructural heterogeneity and mechanical performance in a prototypical CoCrFeMnNi HEA. We combine in situ melt-pool thermography with a design-of-experiments parameter map, correlative electron backscatter diffraction and transmission electron microscopy, atom probe tomography, and nanoindentation, supported by finite-element thermal modeling and phase-field solidification simulations. The approach quantifies solidification cooling rates, thermal gradients, elemental partitioning, and defect populations across systematically varied energy densities.

We find that increasing volumetric energy density within a critical window promotes cellular/dendritic microstructures with sub-500 nm cells and abundant nanotwins, while suppressing lack-of-fusion porosity without incurring keyholing. Rapid solidification induces solute trapping that mitigates Mn and Cr segregation, narrowing compositional fluctuations to below 2 at.% at cell boundaries. A transition from columnar to equiaxed grains is triggered at a calculated G/R threshold, consistent with phase-field predictions and validated by texture measurements. These features yield a simultaneous increase in yield strength to 820 ± 25 MPa and uniform elongation to 32 ± 3% at room temperature, exceeding wrought counterparts, with enhanced pitting resistance in chloride media attributed to homogenized chemistry and reduced defect connectivity.

The results establish quantitative links between LPBF thermal histories, microstructural length scales, and multifunctional properties in HEAs. The work provides actionable process windows and mechanistic criteria (G, R, and solute trapping metrics) to tailor microstructures, informing data-driven qualification of additively manufactured HEAs and guiding alloy design for advanced structural and corrosion-critical applications."
gpt-5.2-2025-12-11,"You are an expert academic writer specializing in producing realistic, high-quality research abstracts. You will be given an academic field, and your task is to generate a realistic academic abstract in that field. The abstract should be between 150 and 300 words in length and written in a formal academic style.
The abstract should clearly state:
- the research problem or question,
- the methodological approach,
- the main findings, and
- the key implications or contributions.
Do not include citations, references, section headings, or any explanatory text. Output only the abstract itself.",Academic field: Materials Science,Engineering & Technology,Materials Science,"Solid-state lithium batteries promise improved safety and energy density but remain limited by high interfacial resistance and mechanical degradation at the lithium metal/solid electrolyte interface. This study investigates how coupled chemo-mechanical effects govern interphase formation and contact loss in garnet-type Li₇La₃Zr₂O₁₂ (LLZO) electrolytes during cycling. We combine operando electrochemical impedance spectroscopy with synchrotron X-ray nanotomography and ex situ time-of-flight secondary ion mass spectrometry to quantify interfacial evolution under controlled stack pressures (0.5–10 MPa) and current densities (0.05–1.0 mA cm⁻²). A phase-field model incorporating lithium transport, interfacial reaction kinetics, and elastic–plastic deformation is calibrated against the experimental datasets. Results show that a thin, mixed-conducting interphase forms rapidly and initially lowers charge-transfer resistance, but continued growth promotes stress localization and microcrack nucleation in near-surface LLZO grains. Above a critical current density, void formation at the lithium/interphase boundary dominates impedance rise, whereas at lower currents, progressive interphase thickening is the primary contributor. Moderate stack pressure (2–4 MPa) minimizes resistance by maintaining contact without accelerating crack propagation; higher pressures increase subsurface damage and shorten cycle life. The integrated experimental–computational framework identifies a processing–operating window that suppresses both voiding and fracture, providing design rules for interface engineering and pressure management in high-rate solid-state lithium metal batteries."
gpt-5.1-2025-11-13,"You are an expert academic writer specializing in producing realistic, high-quality research abstracts. You will be given an academic field, and your task is to generate a realistic academic abstract in that field. The abstract should be between 150 and 300 words in length and written in a formal academic style.
The abstract should clearly state:
- the research problem or question,
- the methodological approach,
- the main findings, and
- the key implications or contributions.
Do not include citations, references, section headings, or any explanatory text. Output only the abstract itself.",Academic field: Materials Science,Engineering & Technology,Materials Science,"Additive manufacturing of structural metals is constrained by solidification defects and microstructural heterogeneities that diminish mechanical reliability, particularly under cyclic loading. This study investigates the coupled influence of processing parameters and alloy chemistry on defect formation, microstructure evolution, and fatigue performance in laser powder bed–fused (LPBF) martensitic steels. A design-of-experiments framework is employed to systematically vary laser power, scan speed, and hatch spacing across three steels with controlled variations in carbon and carbide-forming elements. High-speed melt pool imaging, X-ray computed tomography, and electron backscatter diffraction are combined to quantify porosity, grain morphology, and texture, while in situ synchrotron diffraction is used to monitor cyclic deformation mechanisms. The results reveal that process windows commonly defined by relative density alone are insufficient: microstructural length scales and retained austenite stability, governed jointly by thermal gradients and alloy composition, dominate fatigue crack initiation. A process–structure–property map is established, demonstrating that a narrow regime of moderately reduced energy density produces refined lath martensite with dispersed residual austenite, lowering scatter in high-cycle fatigue life by more than an order of magnitude compared to conventionally optimized conditions. Furthermore, a simple dimensionless parameter that combines solidification Peclet number with carbon-equivalent content is shown to predict the transition between keyhole porosity–controlled and microstructure-controlled fatigue behavior. These findings provide a mechanistic basis for alloy–process co-design in LPBF steels and suggest practical guidelines for qualifying additively manufactured components for fatigue-critical applications."
gpt-5.1-2025-11-13,"You are an expert academic writer specializing in producing realistic, high-quality research abstracts. You will be given an academic field, and your task is to generate a realistic academic abstract in that field. The abstract should be between 150 and 300 words in length and written in a formal academic style.
The abstract should clearly state:
- the research problem or question,
- the methodological approach,
- the main findings, and
- the key implications or contributions.
Do not include citations, references, section headings, or any explanatory text. Output only the abstract itself.",Academic field: Industrial Engineering,Engineering & Technology,Industrial Engineering,"This study addresses the problem of integrating real-time production data into capacity planning and scheduling decisions in high-mix, low-volume manufacturing systems. Traditional planning approaches often rely on static assumptions and aggregated data, leading to suboptimal resource utilization, extended lead times, and reduced responsiveness to demand variability. The research investigates how a data-driven, dynamic capacity planning framework can improve operational performance under conditions of high uncertainty and frequent product changeovers.

A hybrid methodological approach is adopted, combining discrete-event simulation, mixed-integer linear programming, and real-time data analytics. Historical production data from an industrial case company are used to calibrate process times and variability, while a digital twin of the shop floor is developed to test alternative planning policies. The optimization model determines capacity allocation and order release decisions, which are iteratively updated using streaming data from the digital twin to reflect current system states.

The findings indicate that the proposed dynamic framework reduces average lead time by 18–25% and work-in-process inventory by 15–20%, while maintaining or improving service levels compared to benchmark static planning methods. Sensitivity analyses show the robustness of these gains across varying demand patterns and machine reliability levels.

The study contributes a practical decision-support framework that integrates digital twin technologies with mathematical optimization for industrial capacity planning. It demonstrates the value of real-time data in enhancing responsiveness and provides guidelines for implementation, including data requirements, computational considerations, and organizational prerequisites for adopting dynamic planning in industrial engineering practice."
gpt-5-2025-08-07,"You are an expert academic writer specializing in producing realistic, high-quality research abstracts. You will be given an academic field, and your task is to generate a realistic academic abstract in that field. The abstract should be between 150 and 300 words in length and written in a formal academic style.
The abstract should clearly state:
- the research problem or question,
- the methodological approach,
- the main findings, and
- the key implications or contributions.
Do not include citations, references, section headings, or any explanatory text. Output only the abstract itself.",Academic field: Industrial Engineering,Engineering & Technology,Industrial Engineering,"This study investigates how integrating real-time production data with advanced scheduling algorithms can improve throughput and resilience in high-mix, low-volume manufacturing systems. The research problem centers on the persistent gap between static scheduling assumptions and dynamic shop-floor variability driven by machine failures, rush orders, and setup complexities. We propose a hybrid methodological approach combining discrete-event simulation with a reinforcement learning–enhanced dispatching policy, parameterized by surrogate models of setup time interactions and stochastic machine reliability. Historical event logs from an electronics assembly facility were used to calibrate process times, failure distributions, and changeover matrices; the resulting digital twin was validated against three months of operational KPIs. Experimental scenarios compared conventional rules (e.g., earliest due date and shortest processing time) against the proposed policy under varying demand volatility and reliability regimes. The findings show that the hybrid policy reduces average tardiness by 23–31% and increases throughput by 8–12% without additional capacity, while maintaining on-time delivery robustness under 15% unplanned downtime. Sensitivity analyses indicate that performance gains are largest when setup synergies are explicitly modeled and when learning leverages real-time queue state and health predictions. The study contributes an interpretable, implementable policy framework that bridges optimization and data-driven control, supported by a validated digital twin for risk-free evaluation. Implications include a pathway for manufacturers to realize measurable service-level improvements using existing data infrastructure, guidance on which telemetry signals most affect scheduling performance, and a generalizable procedure for deploying adaptive dispatching in environments characterized by frequent disruptions and complex changeovers."
gpt-5.2-2025-12-11,"You are an expert academic writer specializing in producing realistic, high-quality research abstracts. You will be given an academic field, and your task is to generate a realistic academic abstract in that field. The abstract should be between 150 and 300 words in length and written in a formal academic style.
The abstract should clearly state:
- the research problem or question,
- the methodological approach,
- the main findings, and
- the key implications or contributions.
Do not include citations, references, section headings, or any explanatory text. Output only the abstract itself.",Academic field: Industrial Engineering,Engineering & Technology,Industrial Engineering,"Industrial engineering practice increasingly relies on data-driven decision support, yet many production systems still struggle to translate high-frequency operational data into robust, real-time scheduling policies under uncertainty. This study investigates how hybrid optimization–learning approaches can improve short-term job-shop scheduling performance when processing times and machine availability are stochastic and nonstationary. We develop a rolling-horizon framework that integrates a mixed-integer programming (MIP) scheduler with a reinforcement learning (RL) policy that adaptively selects dispatching priorities and rescheduling triggers based on system state features derived from streaming shop-floor data. The MIP component generates feasible baseline schedules and provides dual-based signals used to shape the RL reward, while the RL agent learns to anticipate disruption patterns and reduce myopic rescheduling. Using a calibrated discrete-event simulation of a multi-product job shop with sequence-dependent setups and random breakdowns, we compare the proposed method against common dispatching rules and pure MIP rolling-horizon baselines across varying disruption intensities. Results show that the hybrid approach reduces mean tardiness by 12–21% and work-in-process by 8–15% while maintaining comparable computational time, with the largest gains observed under high breakdown rates and demand volatility. Sensitivity analyses indicate that reward shaping and state aggregation are critical to stability and transferability across product mixes. The findings demonstrate a practical pathway for combining prescriptive optimization with adaptive learning to deliver resilient, real-time scheduling in digitally instrumented manufacturing environments."
